,t1_general_traditional_WIN%,t1_general_traditional_+/-,t1_general_advanced_NetRtg,t1_general_advanced_eFG%,t1_general_advanced_PIE,t1_clutch-traditional_Win Percentage,t1_clutch-traditional_Points,t1_clutch-opponent_Opponent's Field Goal Percentage,t1_clutch-opponent_Opponent's Offensive Rebounds,t1_seed,t1_series_wins,t2_general_traditional_WIN%,t2_general_traditional_3PM,t2_general_traditional_STL,t2_general_traditional_+/-,t2_general_advanced_PIE,t2_general_advanced_POSS,t2_clutch-traditional_Win Percentage,t2_clutch-traditional_Free Throw Percentage,t2_clutch-traditional_Defensive Rebounds,t2_clutch-advanced_Net Rating,t2_clutch-advanced_Offensive Rebounding Percentage,t2_clutch-opponent_Opponent's Turnovers,t2_seed,t2_series_wins,outcome
108,54.900000000000006,-0.4,-0.6,48.0,49.0,63.6,10.2,36.3,1.1,4,4,52.400000000000006,7.0,7.7,-0.3,48.8,7533.0,47.5,83.0,2.6,1.4,39.1,1.1,5,2,1
109,61.0,3.7,3.4,51.0,52.9,56.8,10.0,39.4,1.1,8,0,69.5,8.1,8.0,7.3,55.1,7974.0,60.0,75.5,2.2,0.8,40.0,0.9,1,4,0
110,62.2,4.5,4.8,50.2,53.6,53.5,7.9,40.3,0.9,7,1,68.30000000000001,7.7,7.8,5.3,52.6,7517.0,67.7,77.8,2.9,10.1,33.1,1.4,2,4,0
111,67.10000000000001,5.0,5.0,55.1,55.6,58.1,8.6,38.7,0.9,6,1,68.30000000000001,7.2,6.4,4.8,53.3,7377.0,64.1,73.4,2.5,12.2,22.8,0.9,3,4,0
112,67.10000000000001,4.7,4.8,49.2,53.5,57.1,7.2,43.2,0.8,5,2,65.9,5.0,8.7,6.9,55.6,7773.0,52.9,83.2,2.2,-1.8,32.7,0.6,4,4,0
113,80.5,10.3,10.8,52.2,58.1,64.9,8.0,43.1,0.6,1,4,54.900000000000006,6.7,7.1,-0.4,49.0,7540.0,63.6,76.6,2.8,22.6,38.0,1.2,4,3,1
114,72.0,7.4,8.3,49.5,55.2,55.3,7.7,40.1,0.8,2,4,63.4,9.8,6.3,5.5,52.9,7757.0,55.6,76.4,2.8,6.7,30.9,0.9,3,1,1
115,69.5,7.3,7.3,52.5,55.1,60.0,8.2,41.6,1.0,1,4,65.9,5.0,8.7,6.9,55.6,7773.0,52.9,83.2,2.2,-1.8,32.7,0.6,4,2,1
116,68.30000000000001,5.3,5.6,51.2,52.6,67.7,9.6,42.4,0.8,2,3,68.30000000000001,7.2,6.4,4.8,53.3,7377.0,64.1,73.4,2.5,12.2,22.8,0.9,3,4,0
117,80.5,10.3,10.8,52.2,58.1,64.9,8.0,43.1,0.6,1,4,72.0,5.9,7.1,7.4,55.2,7279.0,55.3,83.1,1.9,8.8,37.7,0.8,2,2,1
118,69.5,7.3,7.3,52.5,55.1,60.0,8.2,41.6,1.0,1,4,68.30000000000001,7.2,6.4,4.8,53.3,7377.0,64.1,73.4,2.5,12.2,22.8,0.9,3,1,1
119,80.5,10.3,10.8,52.2,58.1,64.9,8.0,43.1,0.6,1,4,69.5,8.1,8.0,7.3,55.1,7974.0,60.0,75.5,2.2,0.8,40.0,0.9,1,2,1
120,80.5,8.9,9.6,51.9,55.9,71.9,10.0,38.0,0.8,1,4,47.6,4.6,6.0,-0.5,49.6,7302.0,48.2,80.0,2.6,-2.4,39.0,0.7,8,0,1
121,75.6,7.5,7.9,52.8,56.2,62.2,9.5,40.3,0.9,2,4,50.0,6.0,7.5,-0.3,49.9,7816.0,47.8,78.1,2.9,3.0,36.7,1.1,7,3,1
122,72.0,6.7,7.1,52.0,54.5,68.3,8.5,33.0,1.3,3,4,50.0,4.2,8.0,0.1,50.3,7512.0,55.3,80.1,2.6,8.4,32.3,1.0,6,2,1
123,57.3,1.6,1.7,50.4,50.7,61.5,7.1,40.3,0.7,4,4,52.400000000000006,7.1,7.9,0.3,50.5,7547.0,53.1,77.1,2.7,2.3,32.9,1.3,5,3,1
124,79.3,7.7,7.9,51.3,54.7,73.2,9.5,45.9,0.3,1,4,58.5,4.8,8.8,2.6,53.5,7827.0,50.0,81.1,2.6,4.7,30.2,0.9,8,1,1
125,65.9,3.4,3.4,51.2,52.9,61.8,9.1,41.8,0.9,2,4,59.8,6.8,7.2,1.5,51.5,7303.0,64.6,84.5,1.9,9.9,31.0,0.8,7,1,1
126,61.0,2.0,2.0,50.4,52.2,62.8,8.6,40.5,0.9,6,4,65.9,7.6,5.8,3.8,52.3,7395.0,63.8,74.5,3.4,9.6,27.7,0.9,3,1,1
127,64.60000000000001,4.0,4.2,50.1,53.0,51.1,6.9,41.3,1.0,5,4,65.9,7.3,6.7,5.3,53.1,7273.0,61.9,78.5,2.8,4.5,36.2,0.9,4,2,1
128,64.60000000000001,4.0,4.2,50.1,53.0,51.1,6.9,41.3,1.0,5,3,79.3,6.7,8.8,7.7,54.7,7874.0,73.2,86.9,2.1,16.2,33.6,0.9,1,4,0
129,61.0,2.0,2.0,50.4,52.2,62.8,8.6,40.5,0.9,6,1,65.9,6.7,8.7,3.4,52.9,7848.0,61.8,74.6,2.2,4.9,28.0,1.2,2,4,0
130,57.3,1.6,1.7,50.4,50.7,61.5,7.1,40.3,0.7,4,0,80.5,8.0,7.2,8.9,55.9,7395.0,71.9,81.9,2.5,34.2,30.5,1.3,1,4,0
131,75.6,7.5,7.9,52.8,56.2,62.2,9.5,40.3,0.9,2,3,72.0,10.0,7.0,6.7,54.5,7649.0,68.3,73.9,2.9,17.5,25.0,0.8,3,4,0
132,80.5,8.9,9.6,51.9,55.9,71.9,10.0,38.0,0.8,1,2,72.0,10.0,7.0,6.7,54.5,7649.0,68.3,73.9,2.9,17.5,25.0,0.8,3,4,0
133,65.9,3.4,3.4,51.2,52.9,61.8,9.1,41.8,0.9,2,2,79.3,6.7,8.8,7.7,54.7,7874.0,73.2,86.9,2.1,16.2,33.6,0.9,1,4,0
134,79.3,7.7,7.9,51.3,54.7,73.2,9.5,45.9,0.3,1,4,72.0,10.0,7.0,6.7,54.5,7649.0,68.3,73.9,2.9,17.5,25.0,0.8,3,1,1
135,50.0,-1.6,-1.6,47.7,50.0,53.5,8.7,40.5,0.9,8,1,74.4,7.3,6.9,6.5,55.2,7573.0,69.4,72.0,2.4,24.6,34.1,0.9,1,4,0
136,53.7,1.5,1.9,49.0,51.8,50.0,8.5,41.0,1.0,7,0,72.0,10.3,6.2,7.5,55.1,7614.0,52.9,72.0,2.4,9.7,33.1,0.7,2,4,0
137,64.60000000000001,4.7,4.9,50.6,52.3,57.9,9.1,41.6,1.1,3,4,56.10000000000001,7.9,7.1,1.7,49.5,7698.0,53.3,74.5,3.5,5.6,30.2,1.3,6,3,1
138,61.0,3.7,3.7,52.2,54.0,62.5,7.4,40.7,0.9,4,4,57.3,6.0,7.4,2.3,52.2,7485.0,50.0,77.0,3.2,-0.7,38.5,1.3,5,1,1
139,69.5,4.7,4.9,49.6,52.9,66.7,9.5,42.1,1.0,1,4,61.0,5.1,8.0,3.5,53.2,7774.0,46.7,81.5,2.7,-8.5,35.8,1.1,8,2,1
140,67.10000000000001,2.7,2.8,50.6,53.4,71.7,9.5,37.5,1.0,2,2,61.0,6.8,6.3,5.1,53.2,7605.0,46.3,83.1,2.2,-13.3,36.8,0.6,7,4,0
141,65.9,4.9,4.8,54.6,53.6,56.1,9.1,41.6,1.1,3,4,61.0,6.0,6.4,3.3,52.5,7339.0,60.0,76.7,2.6,2.4,32.6,0.9,6,2,1
142,64.60000000000001,4.1,4.4,50.9,52.4,54.1,9.7,42.5,1.0,4,2,64.60000000000001,5.4,8.2,5.3,55.0,7791.0,56.3,75.0,2.1,-5.8,33.9,0.9,5,4,0
143,61.0,3.7,3.7,52.2,54.0,62.5,7.4,40.7,0.9,4,4,74.4,7.3,6.9,6.5,55.2,7573.0,69.4,72.0,2.4,24.6,34.1,0.9,1,2,1
144,64.60000000000001,4.7,4.9,50.6,52.3,57.9,9.1,41.6,1.1,3,0,72.0,10.3,6.2,7.5,55.1,7614.0,52.9,72.0,2.4,9.7,33.1,0.7,2,4,0
145,69.5,4.7,4.9,49.6,52.9,66.7,9.5,42.1,1.0,1,4,64.60000000000001,5.4,8.2,5.3,55.0,7791.0,56.3,75.0,2.1,-5.8,33.9,0.9,5,0,1
146,65.9,4.9,4.8,54.6,53.6,56.1,9.1,41.6,1.1,3,4,61.0,6.8,6.3,5.1,53.2,7605.0,46.3,83.1,2.2,-13.3,36.8,0.6,7,0,1
147,69.5,4.7,4.9,49.6,52.9,66.7,9.5,42.1,1.0,1,4,65.9,8.9,5.8,4.9,53.6,7937.0,56.1,82.1,2.0,8.5,32.6,0.9,3,2,1
148,61.0,3.7,3.7,52.2,54.0,62.5,7.4,40.7,0.9,4,4,72.0,10.3,6.2,7.5,55.1,7614.0,52.9,72.0,2.4,9.7,33.1,0.7,2,2,1
149,61.0,3.7,3.7,52.2,54.0,62.5,7.4,40.7,0.9,4,3,69.5,6.5,7.5,4.7,52.9,7749.0,66.7,75.0,2.4,5.4,35.5,1.4,1,4,0
150,75.6,7.3,7.8,50.1,55.5,70.5,9.5,38.9,0.9,1,4,45.1,7.1,7.1,-1.1,49.2,7864.0,45.5,83.9,2.6,-9.7,29.1,1.2,8,1,1
151,70.7,7.5,7.8,52.4,55.6,52.4,8.4,40.4,0.9,2,4,50.0,5.4,7.6,1.5,51.0,7709.0,41.9,78.8,2.5,-10.8,28.1,1.3,7,1,1
152,68.30000000000001,5.4,5.7,51.9,55.8,58.3,8.1,39.5,1.1,3,4,51.2,9.3,7.6,0.8,50.4,7945.0,44.4,84.9,2.4,-6.0,29.2,0.7,6,0,1
153,53.7,-0.8,-0.7,50.1,49.3,53.7,7.0,40.2,0.7,5,4,63.4,9.4,6.7,5.5,53.4,7575.0,51.2,67.4,2.5,3.4,39.2,1.1,4,2,1
154,56.10000000000001,2.3,2.5,49.3,51.8,47.7,9.8,43.6,1.5,8,4,74.4,8.4,7.3,5.7,53.8,7691.0,68.4,82.6,2.9,6.5,25.7,0.9,1,2,1
155,69.5,6.1,6.3,50.2,54.1,60.5,9.3,41.8,1.1,2,4,56.10000000000001,5.4,7.6,0.9,50.7,7387.0,61.7,76.7,3.0,10.1,33.8,1.4,7,2,1
156,69.5,4.2,4.4,52.5,53.8,68.0,7.9,35.6,0.8,3,4,58.5,6.3,8.0,1.5,51.6,7359.0,59.6,78.4,2.4,12.7,37.8,1.4,6,2,1
157,61.0,4.8,4.9,52.6,52.4,53.2,6.7,40.1,0.6,5,1,67.10000000000001,5.9,8.0,3.8,52.9,7824.0,66.7,80.3,3.7,12.2,32.3,1.1,4,4,0
158,53.7,-0.8,-0.7,50.1,49.3,53.7,7.0,40.2,0.7,5,2,75.6,6.2,7.2,7.3,55.5,7542.0,70.5,77.5,3.0,16.9,37.4,1.1,1,4,0
159,68.30000000000001,5.4,5.7,51.9,55.8,58.3,8.1,39.5,1.1,3,1,70.7,6.7,6.6,7.5,55.6,7564.0,52.4,82.6,2.0,6.9,26.7,1.0,2,4,0
160,69.5,4.2,4.4,52.5,53.8,68.0,7.9,35.6,0.8,3,4,69.5,6.4,7.3,6.1,54.1,7594.0,60.5,77.2,2.4,8.3,41.7,1.1,2,0,1
161,56.10000000000001,2.3,2.5,49.3,51.8,47.7,9.8,43.6,1.5,8,3,67.10000000000001,5.9,8.0,3.8,52.9,7824.0,66.7,80.3,3.7,12.2,32.3,1.1,4,4,0
162,75.6,7.3,7.8,50.1,55.5,70.5,9.5,38.9,0.9,1,1,70.7,6.7,6.6,7.5,55.6,7564.0,52.4,82.6,2.0,6.9,26.7,1.0,2,4,0
163,69.5,4.2,4.4,52.5,53.8,68.0,7.9,35.6,0.8,3,4,67.10000000000001,5.9,8.0,3.8,52.9,7824.0,66.7,80.3,3.7,12.2,32.3,1.1,4,1,1
164,69.5,4.2,4.4,52.5,53.8,68.0,7.9,35.6,0.8,3,4,70.7,6.7,6.6,7.5,55.6,7564.0,52.4,82.6,2.0,6.9,26.7,1.0,2,2,1
165,75.8,8.2,8.8,49.0,56.1,73.3,7.5,40.1,0.7,1,2,53.0,5.3,8.0,4.2,53.2,6016.0,25.9,74.0,2.5,-15.8,23.1,0.8,8,4,0
166,69.69999999999999,6.0,6.4,50.5,55.3,62.1,9.4,41.5,1.2,2,4,54.50000000000001,7.8,9.4,3.2,52.0,6242.0,51.6,74.1,2.5,5.3,37.0,0.9,7,1,1
167,63.6,3.3,3.3,47.4,52.1,70.0,10.7,36.2,1.0,3,4,56.10000000000001,10.2,6.8,0.8,49.3,5978.0,51.5,66.9,2.9,11.4,35.2,0.8,6,1,1
168,60.6,3.4,3.8,50.0,52.6,66.7,11.2,38.3,1.0,5,2,59.1,5.5,7.5,2.5,53.5,6055.0,58.1,79.3,2.5,3.3,32.2,0.8,4,4,0
169,75.8,7.2,7.7,52.8,54.6,71.0,9.6,40.6,1.0,1,4,54.50000000000001,4.1,8.3,0.6,50.9,6236.0,58.5,72.9,3.5,-0.5,33.9,1.1,8,0,1
170,54.50000000000001,1.0,1.1,48.9,51.0,46.9,9.6,45.4,0.9,7,0,71.2,7.2,7.5,6.1,54.2,6273.0,56.3,84.0,3.4,3.7,29.2,1.3,2,4,0
171,57.6,2.9,3.2,51.6,52.7,52.9,11.2,42.4,1.2,6,3,62.1,5.5,5.9,1.4,52.4,6145.0,72.1,73.0,3.0,20.5,34.9,0.9,3,4,0
172,60.6,2.6,2.7,50.2,51.7,52.5,9.9,37.9,1.1,5,4,62.1,4.2,9.6,2.0,51.4,6099.0,62.8,75.2,2.2,11.2,34.4,1.3,4,3,1
173,63.6,3.3,3.3,47.4,52.1,70.0,10.7,36.2,1.0,3,2,69.69999999999999,5.6,8.9,6.0,55.3,6154.0,62.1,75.8,3.0,8.8,27.3,1.5,2,4,0
174,59.1,2.5,2.6,49.6,53.5,58.1,8.1,38.0,1.3,4,4,53.0,5.3,8.0,4.2,53.2,6016.0,25.9,74.0,2.5,-15.8,23.1,0.8,8,3,1
175,60.6,2.6,2.7,50.2,51.7,52.5,9.9,37.9,1.1,5,0,75.8,8.4,7.4,7.2,54.6,6220.0,71.0,71.7,3.0,14.2,29.2,1.1,1,4,0
176,62.1,1.4,1.3,49.1,52.4,72.1,10.2,39.0,1.0,3,1,71.2,7.2,7.5,6.1,54.2,6273.0,56.3,84.0,3.4,3.7,29.2,1.3,2,4,0
177,71.2,6.1,6.3,51.6,54.2,56.3,10.7,37.5,1.5,2,4,75.8,8.4,7.4,7.2,54.6,6220.0,71.0,71.7,3.0,14.2,29.2,1.1,1,2,1
178,59.1,2.5,2.6,49.6,53.5,58.1,8.1,38.0,1.3,4,3,69.69999999999999,5.6,8.9,6.0,55.3,6154.0,62.1,75.8,3.0,8.8,27.3,1.5,2,4,0
179,69.69999999999999,6.0,6.4,50.5,55.3,62.1,9.4,41.5,1.2,2,4,71.2,7.2,7.5,6.1,54.2,6273.0,56.3,84.0,3.4,3.7,29.2,1.3,2,1,1
180,80.5,7.9,8.2,55.2,56.4,80.0,10.7,36.8,0.9,1,4,46.3,7.3,8.4,-1.5,48.8,7909.0,56.8,70.6,2.6,-0.1,36.3,1.2,8,0,1
181,50.6,-0.2,-0.5,50.3,50.7,50.0,10.2,40.7,1.5,7,2,65.9,10.9,8.2,4.2,51.2,7462.0,56.4,77.8,2.3,10.4,35.8,1.1,2,4,0
182,53.7,0.4,0.3,51.7,50.9,55.0,8.3,35.7,1.2,6,2,60.5,6.9,7.2,4.0,53.7,7420.0,53.5,73.4,2.9,10.0,40.4,1.0,3,4,0
183,59.8,1.8,2.0,49.8,50.9,65.0,8.6,40.8,1.4,4,3,54.900000000000006,5.4,7.2,0.3,51.4,7460.0,59.2,73.8,2.3,7.8,41.4,1.1,5,4,0
184,54.900000000000006,3.5,3.5,52.5,51.0,52.3,7.4,35.3,1.0,8,2,73.2,7.3,8.3,9.2,57.0,7808.0,56.8,90.5,2.8,9.1,31.0,0.9,1,4,0
185,54.900000000000006,1.2,1.1,51.2,51.3,55.6,7.6,38.2,0.8,7,0,70.7,8.1,8.5,6.4,55.1,7892.0,65.1,75.8,2.9,3.7,27.6,1.1,2,4,0
186,69.5,5.1,5.1,51.5,53.8,61.7,10.5,41.3,1.0,3,2,57.3,8.0,6.9,0.9,50.2,7893.0,60.0,83.4,3.1,7.0,27.4,1.3,6,4,0
187,68.30000000000001,6.5,6.9,52.6,54.8,53.1,9.6,48.5,0.5,4,2,68.30000000000001,4.7,8.6,4.1,53.1,7394.0,60.0,78.1,2.6,7.5,41.5,0.9,5,4,0
188,54.900000000000006,0.3,0.5,47.0,51.4,59.2,8.1,38.4,1.1,5,1,80.5,8.7,8.7,7.9,56.4,7572.0,80.0,75.0,3.2,28.9,37.0,1.4,1,4,0
189,60.5,4.0,4.4,47.9,53.7,53.5,7.8,36.9,1.0,3,4,65.9,10.9,8.2,4.2,51.2,7462.0,56.4,77.8,2.3,10.4,35.8,1.1,2,2,1
190,68.30000000000001,4.1,4.5,47.2,53.1,60.0,7.6,34.4,0.8,5,4,73.2,7.3,8.3,9.2,57.0,7808.0,56.8,90.5,2.8,9.1,31.0,0.9,1,1,1
191,57.3,0.9,0.9,50.6,50.2,60.0,9.0,39.9,1.1,6,2,70.7,8.1,8.5,6.4,55.1,7892.0,65.1,75.8,2.9,3.7,27.6,1.1,2,4,0
192,60.5,4.0,4.4,47.9,53.7,53.5,7.8,36.9,1.0,3,3,80.5,8.7,8.7,7.9,56.4,7572.0,80.0,75.0,3.2,28.9,37.0,1.4,1,4,0
193,68.30000000000001,4.1,4.5,47.2,53.1,60.0,7.6,34.4,0.8,5,0,70.7,8.1,8.5,6.4,55.1,7892.0,65.1,75.8,2.9,3.7,27.6,1.1,2,4,0
194,80.5,7.9,8.2,55.2,56.4,80.0,10.7,36.8,0.9,1,4,70.7,8.1,8.5,6.4,55.1,7892.0,65.1,75.8,2.9,3.7,27.6,1.1,2,3,1
195,46.3,-0.5,-0.7,51.5,50.2,42.9,9.0,41.7,0.9,8,3,68.30000000000001,6.7,6.7,4.4,54.5,7656.0,70.3,79.3,2.5,15.1,36.9,0.9,1,4,0
196,52.400000000000006,-0.2,-0.4,48.1,50.8,54.2,8.6,38.0,0.9,7,0,65.9,8.1,8.9,4.8,53.9,7615.0,55.8,77.2,3.0,7.7,29.8,1.0,2,4,0
197,53.7,-1.0,-1.3,51.4,49.2,52.6,9.6,40.4,1.0,6,4,58.5,8.7,7.0,3.2,51.2,7696.0,51.9,74.5,2.8,6.4,39.3,1.1,3,3,1
198,58.5,1.9,1.9,47.1,52.8,62.2,8.5,35.2,1.1,4,1,53.7,7.9,8.1,1.3,50.4,7872.0,45.7,75.5,3.7,-8.3,26.3,1.6,5,4,0
199,59.8,2.4,2.3,52.6,52.1,54.2,9.2,38.2,1.0,8,3,75.6,8.5,7.4,7.7,55.5,7887.0,73.3,77.6,2.4,14.3,27.4,0.9,1,4,0
200,61.0,1.6,1.7,49.4,51.8,67.3,7.8,35.0,0.7,7,3,72.0,8.1,8.3,6.3,54.3,7954.0,58.1,86.0,2.9,4.3,28.6,1.1,2,4,0
201,62.2,4.8,4.9,51.7,52.8,55.8,9.8,37.1,1.4,6,3,69.5,8.5,8.6,7.0,54.8,7954.0,62.8,76.4,2.6,12.7,32.1,0.9,3,4,0
202,65.9,4.6,4.6,53.1,53.4,57.1,9.4,34.8,1.3,4,2,65.9,9.4,5.5,4.0,52.4,7930.0,63.8,84.3,2.9,11.8,37.3,1.1,5,4,0
203,68.30000000000001,4.4,4.7,49.0,54.5,70.3,9.0,37.3,0.7,1,4,53.7,7.9,8.1,1.3,50.4,7872.0,45.7,75.5,3.7,-8.3,26.3,1.6,5,2,1
204,53.7,-1.0,-1.3,51.4,49.2,52.6,9.6,40.4,1.0,6,1,65.9,8.1,8.9,4.8,53.9,7615.0,55.8,77.2,3.0,7.7,29.8,1.0,2,4,0
205,65.9,4.0,4.2,50.4,52.4,63.8,11.0,42.4,1.3,5,1,75.6,8.5,7.4,7.7,55.5,7887.0,73.3,77.6,2.4,14.3,27.4,0.9,1,4,0
206,69.5,7.0,7.3,52.6,54.8,62.8,8.8,37.8,0.9,3,2,72.0,8.1,8.3,6.3,54.3,7954.0,58.1,86.0,2.9,4.3,28.6,1.1,2,4,0
207,68.30000000000001,4.4,4.7,49.0,54.5,70.3,9.0,37.3,0.7,1,2,65.9,8.1,8.9,4.8,53.9,7615.0,55.8,77.2,3.0,7.7,29.8,1.0,2,4,0
208,72.0,6.3,6.4,52.0,54.3,58.1,8.7,40.0,0.8,2,2,75.6,8.5,7.4,7.7,55.5,7887.0,73.3,77.6,2.4,14.3,27.4,0.9,1,4,0
209,65.9,4.8,5.1,55.4,53.9,55.8,9.1,40.6,0.8,2,1,75.6,8.5,7.4,7.7,55.5,7887.0,73.3,77.6,2.4,14.3,27.4,0.9,1,4,0
210,73.2,5.4,5.9,52.7,54.0,70.7,7.7,36.6,0.8,1,4,46.3,6.6,7.0,-2.9,48.0,7777.0,57.1,78.9,2.8,-8.5,31.4,0.8,8,2,1
211,48.8,0.2,0.3,48.9,49.8,44.4,8.8,43.9,0.9,7,0,64.60000000000001,10.1,7.4,4.5,51.4,7682.0,60.6,81.4,1.8,10.3,41.9,1.1,2,4,0
212,61.0,3.0,3.0,48.9,52.9,66.0,8.5,38.0,1.2,3,4,50.0,6.6,9.6,0.4,51.1,7867.0,46.5,77.1,3.0,-1.1,35.1,1.2,6,2,1
213,59.8,3.1,3.1,50.8,50.6,51.2,9.0,42.4,1.3,4,0,56.10000000000001,6.1,7.3,0.7,52.5,7844.0,50.0,70.6,3.1,-11.5,29.4,1.1,5,4,0
214,81.69999999999999,10.1,9.9,54.0,56.9,74.2,8.3,41.3,0.9,1,4,54.900000000000006,7.1,6.7,0.8,50.8,7608.0,52.3,79.3,2.5,-0.1,35.2,0.8,8,0,1
215,61.0,2.9,3.2,51.5,52.1,65.0,10.2,40.9,1.0,7,1,68.30000000000001,11.4,9.5,3.4,50.9,8037.0,59.5,76.9,2.4,-2.8,25.7,1.0,2,4,0
216,68.30000000000001,6.6,6.9,53.3,54.0,63.2,7.6,34.7,0.9,3,4,67.10000000000001,8.3,8.0,6.2,54.5,7860.0,50.0,68.8,3.1,-2.0,30.6,1.1,6,3,1
217,67.10000000000001,3.2,3.5,48.9,53.0,68.2,10.0,38.9,1.1,5,4,62.2,9.8,6.4,4.2,52.2,7868.0,54.5,82.6,2.7,15.5,35.6,0.9,4,1,1
218,61.0,3.0,3.0,48.9,52.9,66.0,8.5,38.0,1.2,3,2,64.60000000000001,10.1,7.4,4.5,51.4,7682.0,60.6,81.4,1.8,10.3,41.9,1.1,2,4,0
