,t1_general_traditional_WIN%,t2_general_traditional_WIN%,t1_general_traditional_PTS,t2_general_traditional_PTS,t1_general_traditional_BLK,t2_general_traditional_BLK,t1_general_traditional_+/-,t2_general_traditional_+/-,t1_general_advanced_NetRtg,t2_general_advanced_NetRtg,t1_general_advanced_PIE,t2_general_advanced_PIE,t1_general_opponent_Opponent's 3 Point Field Goal Percentage,t2_general_opponent_Opponent's 3 Point Field Goal Percentage,t1_general_opponent_Opponent's Steals,t2_general_opponent_Opponent's Steals,t1_clutch-traditional_Personal Fouls,t2_clutch-traditional_Personal Fouls,t1_clutch-advanced_Offensive Rebounding Percentage,t2_clutch-advanced_Offensive Rebounding Percentage,t1_clutch-advanced_Pace,t2_clutch-advanced_Pace,t1_clutch-advanced_Player Impact Estimate,t2_clutch-advanced_Player Impact Estimate,t1_seed,t2_seed,t1_general_traditional_FT%,t2_general_traditional_FT%,t1_general_advanced_DefRtg,t2_general_advanced_DefRtg,t1_general_advanced_POSS,t2_general_advanced_POSS,t1_general_defense_OPP_PTS_2ND_CHANCE,t2_general_defense_OPP_PTS_2ND_CHANCE,t1_clutch-traditional_Field Goal Percentage,t2_clutch-traditional_Field Goal Percentage,t1_clutch-traditional_Assists,t2_clutch-traditional_Assists
128,79.3,58.5,106.9,103.6,5.1,4.6,7.7,2.6,7.9,2.7,54.7,53.5,34.5,36.1,7.7,8.0,1.9,2.4,33.6,30.2,97.85,103.24,63.1,51.3,1.0,8.0,77.0,77.1,103.5,105.8,7874.0,7827.0,13.3,13.6,45.8,44.0,1.1,1.5
129,72.0,50.0,101.0,97.4,5.4,5.1,6.7,0.1,7.1,0.2,54.5,50.3,34.2,36.7,6.9,7.0,2.3,2.1,25.0,32.3,102.64,96.64,66.8,61.3,3.0,6.0,71.5,74.5,101.3,106.1,7649.0,7512.0,12.5,13.3,42.3,46.8,1.1,1.2
130,62.2,70.7,115.2,114.4,5.3,5.3,2.7,6.1,2.6,5.8,52.9,53.3,34.2,34.5,7.7,7.6,1.9,2.6,30.8,33.3,105.19,96.95,57.6,54.2,3.0,2.0,77.1,80.4,109.0,106.8,8467.0,8334.0,12.3,12.9,44.8,43.2,1.5,1.8
131,67.10000000000001,61.0,104.0,110.9,4.5,3.8,3.6,0.9,3.6,1.0,51.9,50.2,33.9,36.8,7.2,7.5,2.0,1.8,24.4,33.3,102.27,101.1,52.1,60.1,2.0,4.0,77.1,77.9,103.2,111.1,7987.0,8114.0,11.2,12.7,48.2,45.3,1.9,1.2
132,52.400000000000006,65.9,96.9,102.2,5.1,4.5,-0.2,4.8,-0.4,5.1,50.8,53.9,36.9,36.2,6.3,8.1,2.3,2.2,29.3,29.8,95.33,92.78,49.3,54.0,7.0,2.0,73.7,76.0,103.3,105.0,7712.0,7615.0,12.6,13.3,36.8,43.0,1.3,1.3
133,58.5,69.5,102.8,104.3,5.9,3.9,3.6,6.0,3.9,6.3,52.8,52.8,33.8,34.7,8.6,7.2,2.2,2.5,28.1,32.3,100.95,99.98,54.1,51.0,4.0,1.0,78.3,74.8,100.8,103.9,8059.0,7764.0,13.1,11.2,40.8,39.7,1.6,1.3
134,70.7,62.2,98.5,101.5,5.1,4.1,8.4,2.9,9.2,3.0,56.9,53.1,33.4,35.5,7.1,7.6,1.8,2.6,36.8,37.0,96.38,97.41,51.1,54.8,3.0,4.0,75.1,74.3,99.4,105.6,7440.0,7661.0,12.4,11.1,42.4,49.1,1.2,2.0
135,61.0,62.2,100.4,98.1,5.7,5.3,2.3,2.1,2.2,2.2,52.0,52.9,38.0,34.7,7.9,7.0,2.5,2.3,37.4,29.8,97.86,100.97,58.6,61.3,5.0,4.0,73.4,77.0,103.4,102.5,7797.0,7681.0,13.8,13.8,45.4,46.1,1.6,1.5
136,78.0,63.4,96.8,99.9,6.0,5.4,6.7,3.9,7.6,4.1,55.7,53.8,32.5,36.1,5.9,6.8,1.9,1.9,40.3,37.4,91.0,95.7,59.8,52.6,1.0,2.0,72.7,70.0,101.7,103.4,7268.0,7622.0,12.6,11.9,42.8,45.3,1.6,1.3
137,69.5,74.4,105.2,104.6,4.8,4.6,4.3,7.6,4.3,8.1,51.7,55.2,35.0,33.7,7.2,7.7,2.5,1.9,34.5,28.2,96.0,99.8,56.8,70.6,4.0,1.0,80.6,75.1,106.0,99.7,7823.0,7951.0,15.1,14.5,45.0,42.8,1.4,1.4
138,65.9,79.3,104.3,106.9,6.0,5.1,3.4,7.7,3.4,7.9,52.9,54.7,36.6,34.5,7.9,7.7,2.9,1.9,28.0,33.6,94.65,97.85,48.3,63.1,2.0,1.0,76.0,77.0,105.6,103.5,7848.0,7874.0,14.3,13.3,44.7,45.8,1.5,1.1
139,62.2,68.30000000000001,100.4,100.9,4.9,3.9,4.5,5.3,4.8,5.6,53.6,52.6,34.9,35.1,6.5,5.7,2.3,2.0,34.6,33.1,103.85,94.42,52.2,54.5,7.0,2.0,81.4,76.9,104.7,104.4,7518.0,7517.0,12.9,11.3,41.2,41.8,1.2,1.4
140,58.5,58.5,103.4,100.0,5.3,6.5,2.7,1.6,2.7,1.7,51.1,52.5,34.9,34.7,6.7,7.5,1.8,2.1,38.2,31.7,99.9,97.98,60.4,63.0,6.0,3.0,79.0,74.4,103.7,103.7,7966.0,7779.0,11.4,13.0,39.4,45.2,1.2,1.7
141,68.30000000000001,70.7,100.6,96.2,6.0,7.0,3.4,7.8,3.5,8.3,53.2,57.3,35.4,32.9,7.5,7.3,2.6,2.2,33.9,28.9,100.92,94.95,58.9,50.0,2.0,1.0,68.3,71.5,103.6,96.6,7710.0,7514.0,13.5,12.0,44.4,40.4,1.3,1.4
142,60.5,65.9,94.7,100.0,6.3,3.6,4.0,4.2,4.4,4.5,53.7,51.2,32.7,35.7,7.5,6.4,1.7,1.8,40.4,35.8,95.73,93.36,60.6,56.6,3.0,2.0,74.6,75.9,99.0,105.4,7420.0,7462.0,12.9,12.4,38.4,38.0,1.3,0.9
143,79.3,57.3,112.4,109.5,4.8,4.2,8.5,2.2,8.4,2.3,53.1,51.8,35.1,36.6,7.4,6.5,1.7,2.3,32.2,36.5,100.72,94.12,66.2,46.5,1.0,8.0,78.1,80.4,105.7,110.2,8078.0,7985.0,11.9,13.0,45.3,42.8,1.0,1.4
144,60.3,76.7,112.0,118.7,4.5,5.9,2.9,10.1,2.7,9.4,52.5,56.2,34.7,35.5,7.5,7.4,2.1,1.9,30.1,38.1,99.18,112.01,43.1,64.8,5.0,1.0,78.3,74.2,109.3,102.5,7306.0,7739.0,12.8,11.3,37.7,42.3,1.7,1.4
145,73.2,60.3,113.4,112.0,6.6,4.5,5.8,2.9,5.6,2.7,53.9,52.5,34.9,34.7,8.2,7.5,2.1,2.1,29.9,30.1,101.39,99.18,55.7,43.1,1.0,5.0,72.9,78.3,106.1,109.3,7211.0,7306.0,12.0,12.8,41.0,37.7,1.5,1.7
146,58.5,58.5,102.8,105.7,5.9,4.2,3.6,3.2,3.9,3.3,52.8,52.0,33.8,33.6,8.6,7.6,2.2,2.5,28.1,29.4,100.95,109.77,54.1,50.6,4.0,5.0,78.3,78.8,100.8,102.5,8059.0,8191.0,13.1,14.2,40.8,44.6,1.6,1.6
147,64.60000000000001,65.9,98.4,99.4,4.3,4.9,4.0,5.3,4.2,6.0,53.0,53.1,35.7,37.4,7.2,6.3,1.8,2.3,33.1,36.2,93.85,93.92,47.4,48.6,5.0,4.0,80.5,76.5,102.9,106.1,7532.0,7273.0,11.7,12.1,36.3,39.8,1.0,1.0
148,64.60000000000001,62.2,110.0,109.9,3.2,5.3,4.5,2.6,4.5,2.8,52.9,51.7,33.9,34.6,7.4,6.6,1.9,2.1,27.4,27.9,96.3,97.46,51.3,52.8,1.0,4.0,80.8,82.1,108.4,110.2,7987.0,7975.0,12.6,13.0,40.6,43.9,1.1,1.5
149,51.2,70.7,107.3,114.4,5.4,5.3,0.7,6.1,0.6,5.8,50.8,53.3,34.7,34.5,7.0,7.6,1.7,2.6,31.6,33.3,102.77,96.95,50.1,54.2,7.0,2.0,78.2,80.4,107.6,106.8,8133.0,8334.0,10.9,12.9,41.0,43.2,1.5,1.8
150,63.4,62.2,97.0,101.5,4.1,4.1,4.9,2.9,4.9,3.0,52.9,53.1,35.1,35.5,7.0,7.6,2.0,2.6,29.9,37.0,103.36,97.41,47.3,54.8,5.0,4.0,75.3,74.3,99.7,105.6,7598.0,7661.0,11.6,11.1,39.9,49.1,1.3,2.0
151,59.8,56.10000000000001,104.0,98.5,4.4,4.6,3.1,0.7,3.1,0.6,50.6,52.5,34.6,34.9,6.9,8.0,2.4,2.4,38.1,29.4,96.07,98.01,48.6,40.6,4.0,5.0,78.7,74.2,107.1,102.4,7736.0,7844.0,14.1,12.6,40.8,39.0,1.3,1.4
152,70.7,70.7,101.3,96.7,5.8,6.5,7.1,6.2,7.6,6.9,54.9,55.4,31.7,33.8,7.2,7.7,2.5,2.3,31.3,24.7,99.25,96.87,60.2,46.9,3.0,2.0,69.9,74.2,100.4,98.5,7691.0,7528.0,14.6,13.9,42.0,35.9,1.4,1.1
153,57.3,65.9,97.2,108.4,6.1,5.0,1.6,5.5,1.6,5.4,52.3,54.7,34.7,36.3,7.0,7.2,2.2,2.6,26.4,31.8,95.22,93.87,65.3,54.7,6.0,2.0,79.1,80.6,102.2,104.7,7675.0,8067.0,12.5,14.6,48.7,44.4,1.7,1.7
154,65.9,53.7,93.3,93.0,6.1,4.4,3.9,0.8,4.3,1.0,54.2,50.4,33.8,36.5,7.4,6.7,2.7,2.8,35.5,34.4,93.06,96.72,57.2,58.5,2.0,6.0,73.9,79.2,99.6,102.7,7364.0,7351.0,12.1,12.5,37.9,41.0,1.5,1.5
155,66.7,73.6,113.7,112.8,5.6,5.0,6.3,6.2,6.3,6.1,53.1,53.0,34.0,33.7,7.1,7.2,2.2,1.9,35.6,29.3,106.3,103.5,54.5,64.6,3.0,2.0,80.1,79.6,106.5,104.7,7255.0,7328.0,13.2,13.5,43.8,48.1,1.7,1.5
156,53.7,63.4,93.9,96.2,5.6,6.0,1.0,4.2,1.2,4.3,51.3,53.7,37.5,34.8,7.6,8.2,2.2,2.8,35.0,37.1,91.33,96.74,52.9,49.4,4.0,1.0,74.5,73.5,101.8,98.1,7480.0,7707.0,14.3,13.0,39.1,38.2,1.4,1.5
157,53.7,75.6,95.0,98.6,4.2,5.7,-0.8,7.3,-0.7,7.8,49.3,55.5,33.8,32.6,6.7,6.9,2.0,2.2,36.3,37.4,98.48,99.28,57.7,64.7,5.0,1.0,77.9,74.3,105.8,99.5,7410.0,7542.0,12.8,11.9,43.3,44.4,1.3,1.5
158,61.0,50.0,96.8,97.6,4.3,3.3,3.8,-0.8,3.8,-0.9,52.0,49.9,32.9,35.7,6.6,7.1,2.9,2.6,36.2,29.2,97.14,104.94,55.3,44.9,2.0,6.0,69.6,72.7,100.6,105.1,7598.0,7682.0,12.3,12.5,42.7,44.0,1.8,1.6
159,57.3,58.5,93.9,96.8,4.8,3.5,2.1,2.3,2.4,2.6,51.7,51.6,33.8,35.4,7.9,7.8,2.8,2.5,38.1,34.3,95.16,97.69,57.9,51.4,5.0,4.0,76.8,77.5,100.0,100.6,7522.0,7694.0,13.2,12.3,38.1,40.9,1.5,1.5
160,62.2,53.7,111.8,112.9,5.8,5.5,7.3,0.8,7.4,0.9,54.7,51.2,33.9,34.5,7.5,7.9,2.6,2.0,23.7,33.1,100.89,98.95,45.0,55.4,2.0,7.0,81.6,80.5,106.2,112.3,8068.0,8177.0,12.5,13.7,40.1,41.9,1.6,1.6
161,65.3,58.3,115.1,116.1,4.5,5.0,4.9,1.8,4.8,1.8,52.5,49.3,36.3,37.2,7.5,6.1,2.2,1.9,26.9,33.8,100.11,105.77,56.6,63.6,3.0,6.0,80.3,82.3,111.5,115.3,7123.0,7137.0,11.3,13.8,50.2,47.2,2.0,1.8
162,79.3,58.5,112.4,104.1,4.8,5.1,8.5,4.3,8.4,4.4,53.1,53.2,35.1,36.5,7.4,8.3,1.7,2.0,32.2,28.2,100.72,106.39,66.2,55.8,1.0,5.0,78.1,77.9,105.7,103.0,8078.0,7951.0,11.9,10.8,45.3,43.5,1.0,1.5
163,65.3,72.2,114.0,116.4,4.1,5.2,6.2,9.3,6.1,9.0,53.0,54.2,35.6,34.1,7.1,7.7,2.1,1.6,32.6,33.3,107.69,103.49,45.6,57.9,4.0,1.0,83.9,79.9,110.6,107.5,7036.0,7193.0,11.8,12.4,42.5,44.4,0.9,1.3
164,72.0,63.4,97.5,104.5,5.8,4.1,7.4,5.5,8.3,5.6,55.2,52.9,33.2,35.8,5.8,7.1,2.0,2.3,37.7,30.9,93.4,99.59,56.2,52.4,2.0,3.0,76.7,72.1,101.5,104.9,7279.0,7757.0,11.4,12.7,41.3,41.9,1.3,1.3
165,59.8,63.4,96.4,96.2,3.6,6.0,2.2,4.2,2.2,4.3,50.0,53.7,34.0,34.8,7.6,8.2,2.4,2.8,32.2,37.1,97.33,96.74,62.0,49.4,3.0,1.0,76.4,73.5,99.9,98.1,7738.0,7707.0,13.6,13.0,40.2,38.2,1.5,1.5
166,79.3,72.0,106.9,101.0,5.1,5.4,7.7,6.7,7.9,7.1,54.7,54.5,34.5,34.2,7.7,6.9,1.9,2.3,33.6,25.0,97.85,102.64,63.1,66.8,1.0,3.0,77.0,71.5,103.5,101.3,7874.0,7649.0,13.3,12.5,45.8,42.3,1.1,1.1
167,67.10000000000001,62.2,98.3,102.8,4.2,4.5,3.2,4.2,3.5,4.3,53.0,52.2,35.1,33.8,7.4,8.0,2.2,2.0,33.5,35.6,94.41,100.03,61.9,57.3,5.0,4.0,77.3,80.1,101.2,102.8,7696.0,7868.0,11.6,13.8,45.5,41.8,1.8,1.3
168,64.60000000000001,79.3,98.4,106.9,4.3,5.1,4.0,7.7,4.2,7.9,53.0,54.7,35.7,34.5,7.2,7.7,1.8,1.9,33.1,33.6,93.85,97.85,47.4,63.1,5.0,1.0,80.5,77.0,102.9,103.5,7532.0,7874.0,11.7,13.3,36.3,45.8,1.0,1.1
169,58.5,68.30000000000001,100.0,102.7,6.5,5.5,1.6,4.5,1.7,4.4,52.5,52.5,34.7,37.3,7.5,6.5,2.1,2.4,31.7,33.3,97.98,103.97,63.0,56.2,3.0,2.0,74.4,77.7,103.7,104.8,7779.0,7707.0,13.0,11.6,45.2,42.0,1.7,0.9
170,80.5,54.900000000000006,100.5,96.4,4.6,5.2,10.3,-0.4,10.8,-0.6,58.1,49.0,31.6,35.7,7.2,6.8,2.0,2.3,32.5,38.0,96.28,97.19,51.1,68.4,1.0,4.0,77.1,71.7,98.1,105.4,7575.0,7540.0,12.5,11.3,39.1,44.5,1.2,1.6
171,59.8,73.2,95.4,95.8,4.6,6.5,5.2,5.4,5.4,5.8,54.4,54.9,35.9,33.9,8.5,8.1,2.5,2.2,33.1,31.9,96.97,94.98,37.0,54.3,2.0,1.0,75.7,72.5,96.6,98.1,7661.0,7558.0,12.3,14.0,32.2,45.3,1.1,1.3
172,61.0,65.9,101.7,97.0,5.2,4.0,2.0,3.8,2.0,4.2,52.2,52.3,37.5,37.9,7.2,6.5,1.8,2.3,32.0,27.7,97.8,95.27,62.4,57.6,6.0,3.0,81.9,76.1,107.0,103.4,7651.0,7395.0,13.0,10.8,45.1,46.3,1.4,1.7
173,68.30000000000001,57.3,94.7,97.6,5.0,6.3,4.3,2.3,4.6,2.3,53.6,52.2,34.2,36.3,8.2,6.8,2.5,2.6,33.7,34.2,94.26,93.3,55.6,57.2,1.0,5.0,74.5,74.7,97.3,102.0,7619.0,7671.0,12.6,13.6,39.4,37.7,1.5,1.4
174,51.2,62.2,106.5,101.5,5.7,4.1,-0.3,2.9,-0.3,3.0,48.9,53.1,36.6,35.5,8.3,7.6,2.1,2.6,40.6,37.0,100.6,97.41,41.6,54.8,8.0,4.0,71.7,74.3,106.5,105.6,8228.0,7661.0,16.0,11.1,39.8,49.1,1.2,2.0
175,68.30000000000001,68.30000000000001,100.9,95.4,3.9,4.1,5.3,4.8,5.6,5.3,52.6,53.3,35.1,34.2,5.7,6.9,2.0,2.2,33.1,22.8,94.42,94.82,54.5,61.4,2.0,3.0,76.9,76.1,104.4,100.7,7517.0,7377.0,11.3,10.5,41.8,50.0,1.4,1.8
176,54.900000000000006,73.2,106.0,105.7,4.4,7.6,3.5,9.2,3.5,9.9,51.0,57.0,36.8,34.6,8.5,8.2,2.1,2.1,30.3,31.0,96.87,98.89,49.9,58.4,8.0,1.0,75.4,82.8,105.3,101.2,7988.0,7808.0,12.6,13.6,39.8,39.8,1.0,1.0
177,61.0,64.60000000000001,96.8,96.0,4.3,5.8,3.8,4.2,3.8,4.8,52.0,53.3,32.9,33.9,6.6,6.4,2.9,2.5,36.2,39.3,97.14,95.28,55.3,57.5,2.0,1.0,69.6,77.4,100.6,102.6,7598.0,7332.0,12.3,13.3,42.7,45.1,1.8,1.6
178,68.30000000000001,68.30000000000001,101.1,93.4,5.6,5.3,6.5,4.1,6.9,4.5,54.8,53.1,37.3,33.8,7.4,7.3,2.5,2.1,35.4,41.5,98.42,92.25,50.8,59.4,4.0,5.0,71.1,77.3,102.8,99.1,7552.0,7394.0,13.0,11.9,47.4,38.7,1.4,1.1
179,65.3,70.8,115.1,115.3,4.5,4.3,4.9,5.8,4.8,5.9,52.5,53.4,36.3,35.4,7.5,6.9,2.2,2.4,26.9,32.4,100.11,98.61,56.6,50.3,3.0,2.0,80.3,83.4,111.5,110.4,7123.0,7137.0,11.3,12.4,50.2,42.0,2.0,1.5
180,63.4,68.30000000000001,100.7,94.7,4.7,5.0,3.9,4.3,4.2,4.6,51.9,53.6,35.2,34.2,7.2,8.2,2.1,2.5,37.4,33.7,99.53,94.26,57.9,55.6,2.0,1.0,78.7,74.5,102.6,97.3,7733.0,7619.0,14.5,12.6,46.9,39.4,1.1,1.5
181,59.1,69.69999999999999,91.8,98.5,5.5,5.4,2.5,6.0,2.6,6.4,53.5,55.3,30.8,36.3,7.8,8.3,1.9,2.3,32.2,27.3,96.2,96.25,54.1,58.4,4.0,2.0,77.8,77.5,97.5,99.2,6055.0,6154.0,13.5,13.1,43.1,43.7,1.6,1.6
182,81.69999999999999,62.2,115.9,100.7,6.8,5.0,11.6,3.9,11.4,4.3,57.9,53.4,32.4,35.8,8.6,7.3,2.0,1.6,37.5,29.6,98.98,97.15,56.7,62.8,1.0,5.0,78.8,74.7,103.4,104.7,8279.0,7579.0,14.0,10.7,41.7,48.9,1.9,1.5
183,62.2,51.2,110.3,105.1,4.0,5.0,3.2,-0.2,3.1,-0.2,51.0,50.5,36.1,35.5,7.3,8.1,2.1,2.1,30.4,24.8,103.37,96.61,56.0,47.9,2.0,7.0,74.8,81.0,109.7,108.1,8019.0,7989.0,13.7,12.9,45.3,41.4,1.7,1.3
184,68.30000000000001,51.2,96.5,106.5,4.2,5.8,5.4,0.8,5.7,1.0,55.8,50.4,34.0,37.2,7.0,7.1,2.0,2.0,31.3,29.2,94.89,101.38,57.0,48.6,3.0,6.0,77.0,80.9,99.8,109.0,7500.0,7945.0,12.5,14.5,41.2,41.5,1.7,1.3
185,61.6,60.3,109.4,112.0,5.2,4.5,2.0,2.9,1.9,2.7,52.0,52.5,34.1,34.7,6.9,7.5,2.3,2.1,32.2,30.1,96.78,99.18,58.9,43.1,4.0,5.0,78.7,78.3,107.5,109.3,7299.0,7306.0,13.2,12.8,44.2,37.7,1.5,1.7
186,73.2,64.60000000000001,102.5,103.1,4.6,4.1,5.4,4.5,5.9,4.8,54.0,51.4,34.1,34.3,7.4,7.8,1.5,2.1,20.5,41.9,103.61,95.26,70.7,54.1,1.0,2.0,77.8,75.1,102.3,105.3,7775.0,7682.0,14.2,12.4,48.2,40.8,1.6,1.2
187,69.5,70.7,100.2,102.1,4.3,5.2,4.2,7.5,4.4,7.8,53.8,55.6,34.3,34.5,7.6,7.0,1.7,2.0,35.1,26.7,98.86,101.62,73.1,58.3,3.0,2.0,77.7,76.9,104.1,102.9,7581.0,7564.0,12.6,12.8,48.1,41.6,1.3,0.8
188,43.9,78.0,109.3,114.8,4.0,4.4,-1.0,7.5,-0.8,7.5,50.0,54.8,36.5,34.0,7.4,7.5,1.9,1.9,30.6,32.0,99.56,104.65,46.9,74.2,8.0,1.0,78.9,79.7,112.0,106.8,8060.0,8242.0,12.6,13.6,44.6,57.8,1.5,1.9
189,52.8,72.2,113.3,116.4,5.1,5.2,1.0,9.3,1.2,9.0,51.1,54.2,36.7,34.1,7.7,7.7,1.6,1.6,31.1,33.3,104.55,103.49,47.7,57.9,8.0,1.0,77.1,79.9,110.5,107.5,7302.0,7193.0,12.4,12.4,42.7,44.4,1.5,1.3
190,54.50000000000001,71.2,95.8,103.1,5.1,8.2,1.0,6.1,1.1,6.3,51.0,54.2,34.6,34.2,8.5,8.2,2.4,2.8,31.4,29.2,94.03,99.19,51.9,54.5,7.0,2.0,77.1,80.6,100.9,102.1,6195.0,6273.0,12.3,14.7,40.2,39.3,1.6,1.2
191,53.7,63.4,95.0,99.2,4.2,4.7,-0.8,5.5,-0.7,5.6,49.3,53.4,33.8,35.0,6.7,7.4,2.0,2.7,36.3,39.2,98.48,97.29,57.7,48.7,5.0,4.0,77.9,69.2,105.8,101.8,7410.0,7575.0,12.8,11.5,43.3,45.0,1.3,1.2
192,59.8,72.0,99.5,96.2,6.0,6.6,2.0,7.8,2.2,8.3,53.1,56.5,34.5,36.7,7.8,7.2,2.4,2.9,32.9,38.9,98.97,97.24,61.1,49.2,7.0,2.0,76.3,72.4,102.6,97.8,7792.0,7435.0,14.0,12.3,44.4,42.1,1.7,1.4
193,69.5,67.10000000000001,100.2,104.8,4.3,5.9,4.2,3.8,4.4,3.9,53.8,52.9,34.3,36.1,7.6,7.2,1.7,2.7,35.1,32.3,98.86,98.06,73.1,65.2,3.0,4.0,77.7,82.3,104.1,105.9,7581.0,7824.0,12.6,14.4,48.1,41.3,1.3,1.4
194,61.0,51.2,91.4,98.5,5.7,3.7,3.7,0.1,4.2,0.0,52.5,48.2,34.4,33.4,6.9,7.8,2.8,2.3,32.3,30.5,93.45,98.98,57.4,50.1,1.0,8.0,77.1,77.7,98.2,103.7,7318.0,7788.0,11.7,14.0,38.1,38.9,1.2,1.3
195,52.400000000000006,74.4,100.5,105.3,4.2,5.9,0.5,7.2,0.5,7.4,50.1,55.1,35.4,34.4,7.0,7.5,2.3,1.6,34.0,31.8,96.55,101.82,55.2,68.0,7.0,2.0,78.4,79.7,106.5,102.9,7702.0,7832.0,11.5,12.4,42.1,42.9,1.6,1.6
